Lat,Long,Road_Name,Road_Type,Address_Type,Category,assets
12.997811,80.191266,"Grand Southern Trunk Road, CMWSSB Division 201, St. Thomas Mount Cantonment, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai District, Tamil Nadu, 600016, India",primary,road,highway,traffic lights
12.999053,80.192815,"Grand Southern Trunk Road, CMWSSB Division 201, St. Thomas Mount Cantonment, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai District, Tamil Nadu, 600016, India",primary,road,highway,street light
13.001656,80.196062,"Grand Southern Trunk Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Alandur, Chennai District, Tamil Nadu, 600016, India",primary,road,highway,warning signs
13.001872,80.199609,"Grand Southern Trunk Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Alandur, Chennai District, Tamil Nadu, 600016, India",primary,road,highway,electric poles
13.007841,80.203683,"Kathipara Interchange, CMWSSB Division 201, St. Thomas Mount Cantonment, Alandur, Chennai District, Tamil Nadu, 600016, India",primary,road,highway,warning signs
13.008102,80.202779,"Grand Southern Trunk Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Alandur, Chennai District, Tamil Nadu, 600016, India",primary,road,highway,information signs
13.007657,80.20412,"Grand Southern Trunk Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Alandur, Chennai District, Tamil Nadu, 600016, India",primary,road,highway,information signs
13.007657,80.20412,"Grand Southern Trunk Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Alandur, Chennai District, Tamil Nadu, 600016, India",primary,road,highway,street light
13.012135,80.220476,"Anna Salai (Mount Road), CMWSSB Division 170, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,street light
13.012497,80.221475,"Anna Salai (Mount Road), CMWSSB Division 170, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,street light
13.015056,80.225865,"Towards Adayar, Srinagar Colony, CMWSSB Division 171, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,street light
13.013738,80.226418,"Srinagar Colony, CMWSSB Division 171, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",living_street,road,highway,information signs
13.013738,80.226418,"Srinagar Colony, CMWSSB Division 171, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",living_street,road,highway,warning signs
13.010571,80.227742,"Taluk Office Road, Srinagar Colony, CMWSSB Division 171, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,information signs
13.010571,80.227742,"Taluk Office Road, Srinagar Colony, CMWSSB Division 171, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,street light
13.008983,80.229537,"Sardar Patel Road, Srinagar Colony, CMWSSB Division 171, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,street light
13.007801,80.235644,"Sardar Patel Road, Srinagar Colony, CMWSSB Division 171, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,street light
13.007801,80.235644,"Sardar Patel Road, Srinagar Colony, CMWSSB Division 171, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,electric poles
13.006731,80.245346,"Sardar Patel Road, Sriram Nagar, Ward 172, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,mandatory signs
13.006861,80.250352,"Sardar Patel Road, Gandhinagar, Ward 175, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,electric poles
13.006782,80.251723,"Sardar Patel Road, Gandhinagar, Ward 175, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,information signs
13.00661,80.25314,"Sardar Patel Road, Gandhinagar, Ward 175, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,information signs
13.00661,80.25314,"Sardar Patel Road, Gandhinagar, Ward 175, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,information signs
13.009498,80.25905,"Durgabai Deshmukh Road, Arunachalapuram, CMWSSB Division 176, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,electric poles
13.015001,80.259186,"Durgabai Deshmukh Road, Kesavaperumalpuram, CMWSSB Division 173, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,traffic lights
13.015001,80.259186,"Durgabai Deshmukh Road, Kesavaperumalpuram, CMWSSB Division 173, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,traffic lights
13.016094,80.259456,"Durgabai Deshmukh Road, Ramakrishna Nagar, Ward 173, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,warning signs
13.016094,80.259456,"Durgabai Deshmukh Road, Ramakrishna Nagar, Ward 173, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,information signs
13.016094,80.259456,"Durgabai Deshmukh Road, Ramakrishna Nagar, Ward 173, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,information signs
13.016094,80.259456,"Durgabai Deshmukh Road, Ramakrishna Nagar, Ward 173, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,traffic lights
13.016094,80.259456,"Durgabai Deshmukh Road, Ramakrishna Nagar, Ward 173, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,electric poles
13.017106,80.260108,"ஆந்திர மாநில சபா, Durgabai Deshmukh Road, Ramakrishna Nagar, CMWSSB Division 173, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600028, India",hospital,amenity,amenity,street light
13.017106,80.260108,"ஆந்திர மாநில சபா, Durgabai Deshmukh Road, Ramakrishna Nagar, CMWSSB Division 173, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600028, India",hospital,amenity,amenity,warning signs
13.019885,80.262239,"Ramakrishna Nagar, CMWSSB Division 173, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",living_street,road,highway,street light
13.022624,80.26354,"RK Mutt Road, Jeth Nagar, Ward 126, Zone 9 Teynampet, Chennai, Chennai District, Tamil Nadu, 600001, India",secondary,road,highway,traffic lights
13.029971,80.266548,"RK Mutt Road, Ward 124, Zone 9 Teynampet, Chennai, Chennai District, Tamil Nadu, 600001, India",secondary,road,highway,mandatory signs
13.03192,80.267088,"RK Mutt Road, Ward 124, Zone 9 Teynampet, Chennai, Chennai District, Tamil Nadu, 600001, India",secondary,road,highway,street light
13.036417,80.267659,"Novac Technology Solutions, Office 275, RK Mutt Road, Ward 123, Zone 9 Teynampet, Chennai, Chennai District, Tamil Nadu, 600004, India",company,office,office,information signs
13.039532,80.267742,"LUZ GOLDEN ENCLAVE, 180, Luz Church Road, Sullivan Garden Road, East Abhiramapuram, CMWSSB Division 123, Zone 9 Teynampet, Chennai, Chennai District, Tamil Nadu, 600004, India",residential,building,building,electric poles
13.039861,80.267838,"Sullivan Garden Road, East Abhiramapuram, Ward 123, Zone 9 Teynampet, Chennai, Chennai District, Tamil Nadu, 600001, India",secondary,road,highway,electric poles
13.040454,80.268002,"Sullivan Garden Road, East Abhiramapuram, Ward 123, Zone 9 Teynampet, Chennai, Chennai District, Tamil Nadu, 600001, India",secondary,road,highway,mandatory signs
13.043947,80.267149,"Thiru Vi Ka Sundaram High Road, CMWSSB Division 121, Zone 9 Teynampet, Chennai, Chennai District, Tamil Nadu, 600001, India",secondary_link,road,highway,warning signs
13.05763,80.26499,"C.S.I. Wesley Church, Westcott Road, Ward 115, Zone 9 Teynampet, Chennai, Chennai District, Tamil Nadu, 600001, India",place_of_worship,amenity,amenity,mandatory signs
13.060301,80.265444,"General Patters Road, Pudupet, CMWSSB Division 63, Zone 5 Royapuram, Chennai, Chennai District, Tamil Nadu, 600001, India",secondary,road,highway,electric poles
13.064145,80.265577,"Anna Salai (Mount Road), Pudupet, CMWSSB Division 63, Zone 5 Royapuram, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,street light
13.067481,80.250502,"College Road, Ward 111, Zone 9 Teynampet, Chennai, Chennai District, Tamil Nadu, 600001, India",secondary,road,highway,electric poles
13.067481,80.250502,"College Road, Ward 111, Zone 9 Teynampet, Chennai, Chennai District, Tamil Nadu, 600001, India",secondary,road,highway,traffic lights
13.067523,80.254881,"பாந்தியன் சாலை, Ward 61, Zone 5 Royapuram, Chennai, Chennai District, Tamil Nadu, 600001, India",secondary,road,highway,electric poles
13.050773,80.264138,"Royapettah High Road, CMWSSB Division 119, Zone 9 Teynampet, Chennai, Chennai District, Tamil Nadu, 600001, India",secondary,road,highway,mandatory signs
13.049955,80.26409,"Royapettah High Road, CMWSSB Division 119, Zone 9 Teynampet, Chennai, Chennai District, Tamil Nadu, 600001, India",secondary,road,highway,traffic lights
13.049955,80.26409,"Royapettah High Road, CMWSSB Division 119, Zone 9 Teynampet, Chennai, Chennai District, Tamil Nadu, 600001, India",secondary,road,highway,mandatory signs
13.049955,80.26409,"Royapettah High Road, CMWSSB Division 119, Zone 9 Teynampet, Chennai, Chennai District, Tamil Nadu, 600001, India",secondary,road,highway,street light
13.015354,80.259392,"Durgabai Deshmukh Road, Kesavaperumalpuram, CMWSSB Division 173, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,information signs
13.011665,80.259211,"Thiru Vi Ka Bridge, Durgabai Deshmukh Road, Kesavaperumalpuram, CMWSSB Division 173, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",bridge,man_made,man_made,warning signs
13.006408,80.256589,"Sardar Patel Road, Gandhinagar, Ward 175, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary_link,road,highway,street light
13.006446,80.255742,"Sardar Patel Road, Gandhinagar, Ward 175, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary_link,road,highway,traffic lights
13.00651,80.254932,"Sardar Patel Road, Gandhinagar, Ward 175, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,information signs
13.006518,80.252801,"Sardar Patel Road, Gandhinagar, Ward 175, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,street light
13.008815,80.23019,"Sardar Patel Road, Srinagar Colony, CMWSSB Division 171, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,street light
13.009596,80.227334,"Sardar Patel Road, CMWSSB Division 174, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,mandatory signs
13.010196,80.22604,"Sardar Patel Road, CMWSSB Division 174, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,mandatory signs
13.010196,80.22604,"Sardar Patel Road, CMWSSB Division 174, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,street light
13.010764,80.224777,"Sardar Patel Road, Srinagar Colony, CMWSSB Division 171, Zone 13 Adyar, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,electric poles
13.010083,80.214807,"Guindy Bridge, CMWSSB Division 174, Ward 160, Zone 12 Alandur, Chennai, Chennai District, Tamil Nadu, 600001, India",primary,road,highway,information signs
13.008474,80.210493,"Anna Salai (Mount Road), CMWSSB Division 160, Ward 160, Zone 12 Alandur, Alandur, Chennai District, Tamil Nadu, 600015, India",primary,road,highway,traffic lights
13.007687,80.206634,"Grand Southern Trunk Road, CMWSSB Division 170, St. Thomas Mount Cantonment, Alandur, Chennai District, Tamil Nadu, 600016, India",primary,road,highway,mandatory signs
13.006868,80.204215,"Grand Southern Trunk Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St. Thomas Mount Cantonment, Alandur, Chennai District, Tamil Nadu, 600016, India",primary,road,highway,electric poles
13.005373,80.201869,"Grand Southern Trunk Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St. Thomas Mount Cantonment, Alandur, Chennai District, Tamil Nadu, 600016, India",primary,road,highway,traffic lights
13.004473,80.201221,"Grand Southern Trunk Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Alandur, Chennai District, Tamil Nadu, 600016, India",primary,road,highway,mandatory signs
13.003319,80.200868,"Grand Southern Trunk Road, CMWSSB Division 201, St. Thomas Mount Cantonment, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai District, Tamil Nadu, 600016, India",primary,road,highway,warning signs
13.001764,80.199774,"Grand Southern Trunk Road, CMWSSB Division 201, St. Thomas Mount Cantonment, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai District, Tamil Nadu, 600016, India",primary,road,highway,street light
13.001974,80.197662,"Grand Southern Trunk Road, CMWSSB Division 201, St. Thomas Mount Cantonment, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai District, Tamil Nadu, 600016, India",primary,road,highway,mandatory signs
12.999188,80.193128,"Grand Southern Trunk Road, CMWSSB Division 201, St. Thomas Mount Cantonment, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai District, Tamil Nadu, 600016, India",primary,road,highway,electric poles
12.995518,80.188527,"Grand Southern Trunk Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Alandur, Chennai District, Tamil Nadu, 600114, India",primary,road,highway,electric poles
12.986142,80.174335,"Grand Southern Trunk Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St. Thomas Mount Cantonment, Alandur, Chennai District, Tamil Nadu, 600027, India",primary,road,highway,mandatory signs
12.985511,80.173433,"Grand Southern Trunk Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St. Thomas Mount Cantonment, Alandur, Chennai District, Tamil Nadu, 600027, India",primary,road,highway,traffic lights
12.98487,80.172479,"Grand Southern Trunk Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St. Thomas Mount Cantonment, Alandur, Chennai District, Tamil Nadu, 600027, India",primary,road,highway,traffic lights
12.983616,80.170375,"Grand Southern Trunk Road, CMWSSB Division 159, Ward 159, Zone 12 Alandur, Alandur, Chennai District, Tamil Nadu, 600027, India",primary,road,highway,mandatory signs
12.982131,80.167862,"Grand Southern Trunk Road, CMWSSB Division 159, Ward 159, Zone 12 Alandur, Alandur, Chennai District, Tamil Nadu, 600027, India",primary,road,highway,street light
12.981362,80.166596,"Grand Southern Trunk Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St. Thomas Mount Cantonment, Alandur, Chennai District, Tamil Nadu, 600027, India",primary,road,highway,warning signs
12.970777,80.150774,"Grand Southern Trunk Road, Alandur, Chennai District, Tamil Nadu, 600043, India",primary,road,highway,electric poles
12.947142,80.137018,"Grand Southern Trunk Road, Chromepet, Pallavaram, Chengalpattu District, Tamil Nadu, 600044, India",primary,road,highway,street light
12.943295,80.134053,"Grand Southern Trunk Road, East Tambaram, Tambaram, Chengalpattu District, Tamil Nadu, 600059, India",primary,road,highway,information signs
12.94105,80.131674,"Grand Southern Trunk Road, East Tambaram, Tambaram, Chengalpattu District, Tamil Nadu, 600059, India",primary,road,highway,information signs
12.939549,80.130122,"Grand Southern Trunk Road, East Tambaram, Tambaram, Chengalpattu District, Tamil Nadu, 600059, India",primary,road,highway,mandatory signs
12.93569,80.12684,"Grand Southern Trunk Road, East Tambaram, Tambaram, Chengalpattu District, Tamil Nadu, 600059, India",primary,road,highway,street light
12.934281,80.125529,"Grand Southern Trunk Road, East Tambaram, Tambaram, Chengalpattu District, Tamil Nadu, 600059, India",primary,road,highway,electric poles
12.934281,80.125529,"Grand Southern Trunk Road, East Tambaram, Tambaram, Chengalpattu District, Tamil Nadu, 600059, India",primary,road,highway,mandatory signs
12.932448,80.123707,"Grand Southern Trunk Road, East Tambaram, Tambaram, Chengalpattu District, Tamil Nadu, 600059, India",primary,road,highway,street light
12.931636,80.122873,"Grand Southern Trunk Road, East Tambaram, Tambaram, Chengalpattu District, Tamil Nadu, 600059, India",primary,road,highway,traffic lights
12.931636,80.122873,"Grand Southern Trunk Road, East Tambaram, Tambaram, Chengalpattu District, Tamil Nadu, 600059, India",primary,road,highway,street light
12.930061,80.121347,"Grand Southern Trunk Road, East Tambaram, Tambaram, Chengalpattu District, Tamil Nadu, 600059, India",primary,road,highway,information signs
12.927788,80.118953,"Grand Southern Trunk Road, East Tambaram, Tambaram, Chengalpattu District, Tamil Nadu, 600059, India",primary,road,highway,information signs
12.926064,80.117231,"Grand Southern Trunk Road, Irumbuliyur, Tambaram, Chengalpattu District, Tamil Nadu, 600045, India",primary,road,highway,electric poles
12.92532,80.116466,"Grand Southern Trunk Road, Irumbuliyur, Tambaram, Chengalpattu District, Tamil Nadu, 600045, India",primary,road,highway,information signs
12.924544,80.11568,"Grand Southern Trunk Road, Irumbuliyur, Tambaram, Chengalpattu District, Tamil Nadu, 600045, India",primary,road,highway,information signs
12.921306,80.11247,"Grand Southern Trunk Road, Irumbuliyur, Tambaram, Chengalpattu District, Tamil Nadu, 600045, India",primary,road,highway,information signs
12.920473,80.11156,"Grand Southern Trunk Road, Irumbuliyur, Tambaram, Chengalpattu District, Tamil Nadu, 600045, India",primary,road,highway,street light
12.917117,80.107387,"Grand Southern Trunk Road, Peerkankaranai, Irumbuliyur, Tambaram, Chengalpattu District, Tamil Nadu, 600045, India",primary,road,highway,electric poles
12.917117,80.107387,"Grand Southern Trunk Road, Peerkankaranai, Irumbuliyur, Tambaram, Chengalpattu District, Tamil Nadu, 600045, India",primary,road,highway,traffic lights
12.914517,80.102701,"Grand Southern Trunk Road, Peerkankaranai, Irumbuliyur, Tambaram, Chengalpattu District, Tamil Nadu, 600045, India",primary,road,highway,street light
12.902579,80.093416,"Grand Southern Trunk Road, Peerkankaranai, Perungalathur, Tambaram, Chengalpattu District, Tamil Nadu, 600045, India",trunk,road,highway,electric poles
12.892327,80.085745,"Grand Southern Trunk Road, Vandalur, Chengalpattu, Chengalpattu District, Tamil Nadu, 603210, India",trunk,road,highway,information signs
12.887045,80.083403,"Grand Southern Trunk Road, Vandalur, Chengalpattu, Chengalpattu District, Tamil Nadu, 603210, India",trunk,road,highway,electric poles
12.885701,80.082819,"Grand Southern Trunk Road, Vandalur, Chengalpattu, Chengalpattu District, Tamil Nadu, 603210, India",trunk,road,highway,electric poles
12.885701,80.082819,"Grand Southern Trunk Road, Vandalur, Chengalpattu, Chengalpattu District, Tamil Nadu, 603210, India",trunk,road,highway,mandatory signs
12.883515,80.082083,"Outer Ring Road, Vandalur, Chengalpattu, Chengalpattu District, Tamil Nadu, 603210, India",motorway,road,highway,traffic lights
12.883515,80.082083,"Outer Ring Road, Vandalur, Chengalpattu, Chengalpattu District, Tamil Nadu, 603210, India",motorway,road,highway,information signs
12.877635,80.084558,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,information signs
12.873139,80.093837,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,street light
12.871214,80.10325,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,electric poles
12.862354,80.127754,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,information signs
12.863099,80.12584,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,electric poles
12.873811,80.091778,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,electric poles
12.87723,80.085508,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,street light
12.872378,80.095958,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,mandatory signs
12.871913,80.098812,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,street light
12.870744,80.105814,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,electric poles
12.869572,80.109846,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,warning signs
12.863065,80.126088,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,electric poles
12.847945,80.141276,"Kumizhi, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",tertiary,road,highway,information signs
12.844381,80.13869,"Kumizhi, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",tertiary,road,highway,mandatory signs
12.843096,80.13779,"Kumizhi, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",tertiary,road,highway,warning signs
12.833236,80.130948,"Kumizhi, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",tertiary,road,highway,electric poles
12.83991,80.134576,"Kumizhi, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",tertiary,road,highway,street light
12.840945,80.136128,"Kumizhi, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",tertiary,road,highway,electric poles
12.851687,80.13964,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,traffic lights
12.851687,80.13964,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,traffic lights
12.857364,80.134205,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,electric poles
12.858424,80.133184,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,information signs
12.860584,80.131076,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,mandatory signs
12.862653,80.1269,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,information signs
12.862653,80.1269,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,mandatory signs
12.862653,80.1269,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,information signs
12.865595,80.119255,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,electric poles
12.869901,80.108554,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,information signs
12.869901,80.108554,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,mandatory signs
12.870888,80.104364,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,mandatory signs
12.872622,80.09483,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,street light
12.873386,80.092781,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,street light
12.874158,80.09072,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,electric poles
12.874158,80.09072,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,mandatory signs
12.875174,80.084674,"BS Abdur Rahman University, BS Abdur Rahman University Gate, Urapakkam, Chengalpattu, Chengalpattu District, Tamil Nadu, 603210, India",university,amenity,amenity,electric poles
12.875678,80.08525,"BS Abdur Rahman University, BS Abdur Rahman University Gate, Urapakkam, Chengalpattu, Chengalpattu District, Tamil Nadu, 603210, India",university,amenity,amenity,mandatory signs
12.87564,80.084274,"BS Abdur Rahman University, BS Abdur Rahman University Gate, Urapakkam, Chengalpattu, Chengalpattu District, Tamil Nadu, 603210, India",university,amenity,amenity,traffic lights
12.87564,80.084274,"BS Abdur Rahman University, BS Abdur Rahman University Gate, Urapakkam, Chengalpattu, Chengalpattu District, Tamil Nadu, 603210, India",university,amenity,amenity,traffic lights
12.876085,80.083145,"BS Abdur Rahman University, BS Abdur Rahman University Gate, Urapakkam, Chengalpattu, Chengalpattu District, Tamil Nadu, 603210, India",university,amenity,amenity,information signs
12.878712,80.081228,"Vandalur - Mambakkam - Kelambakkam Road, Kolapakkam, Rathinamangalam, Chengalpattu, Chengalpattu District, Tamil Nadu, 600127, India",primary,road,highway,electric poles
12.881285,80.080624,"Outer Ring Road, Vandalur, Chengalpattu, Chengalpattu District, Tamil Nadu, 603210, India",motorway,road,highway,street light
12.881285,80.080624,"Outer Ring Road, Vandalur, Chengalpattu, Chengalpattu District, Tamil Nadu, 603210, India",motorway,road,highway,street light
12.88774,80.083483,"Grand Southern Trunk Road, Vandalur, Chengalpattu, Chengalpattu District, Tamil Nadu, 603210, India",trunk,road,highway,street light
12.889291,80.084191,"Grand Southern Trunk Road, Vandalur, Chengalpattu, Chengalpattu District, Tamil Nadu, 603210, India",trunk,road,highway,warning signs
12.891426,80.085106,"Grand Southern Trunk Road, Vandalur, Chengalpattu, Chengalpattu District, Tamil Nadu, 603210, India",trunk,road,highway,information signs
12.895238,80.087794,"Grand Southern Trunk Road, Perungalathur, Tambaram, Chengalpattu District, Tamil Nadu, 600045, India",trunk,road,highway,electric poles
12.900865,80.092005,"Grand Southern Trunk Road, Perungalathur, Tambaram, Chengalpattu District, Tamil Nadu, 600045, India",trunk,road,highway,traffic lights
12.900865,80.092005,"Grand Southern Trunk Road, Perungalathur, Tambaram, Chengalpattu District, Tamil Nadu, 600045, India",trunk,road,highway,information signs
12.904421,80.094657,"Perungalathur Maempalam, Peerkankaranai, Perungalathur, Tambaram, Chengalpattu District, Tamil Nadu, 600045, India",secondary,road,highway,street light
12.905623,80.095568,"Perungalathur Maempalam, Peerkankaranai, Perungalathur, Tambaram, Chengalpattu District, Tamil Nadu, 600045, India",secondary,road,highway,warning signs
